Scope,Release,Business Unit,Tower Name,Sub-Tower,Planning Area,Descoped,PMO Comments,Domain,SCP Object ID,Object Description,Test Object Group,Object Type,Design End Date,Baseline Dev End Date,Trend Dev End Date (User-Override),Dev Planned End Date (Linked to Sprint Plan),Trend Dev End Date,Dev Completion Status,Dev PMO Comments,Applicable for FUT,FUT Comments,Planned FUT Date,Trend FUT End Date (User-Override),Trend FUT Date,FUT Demo/Playback Status,FUT Approval,FUT Linked Test Details,FUT Approver,Trend Build End Date (based on dev & FUT complete),Impacted by Legal Entity Extension,LE Baseline Dev End Date,LE Dev Planned End Date (Linked to Sprint Plan),LE Trend Dev End Date (User-Override),LE Trend Dev End Date,Sprint Number - LE Trend Dev End Date,LE Dev Completion Status,LE Trend FUT End Date (User-Override),LE Trend FUT End Date,LE FUT Demo/Playback Status,LE Trend Build End Date (dev & FUT complete),LE FUT Planned End Date (Linked to Sprint Plan),Archive Object ID_2,Complexity (H/M/L),Change Request ID,Design Opens (Y/N),Design Open Row ID,Intel Comments,SCP Predecessor Object ID,Predecessor Description,SCP Successor Object ID,Successor Description,STD vs Non-Std,FS Responsible Team,Dev Responsible Team,Technical Complexity,ECA Involved?,ECA Object  ID,ECA Object Description,ECA Dependency Tracker Link,Boundary App Involved?,Boundary App IAPM ID,Boundary Application Name,B-App Dependency Tracker Link,Sprint 19 - Delay Status,Impact Assessment (Formula),Latest Dev End Date from Build Plan,Helper - Absolute Row # from Build Plan,Build Plan Stage,Sprint Number - Baseline Dev End Date,Sprint Number - Trend Dev End Date,Object - Sprint Movement,Sprint Number - Based on Trend Dev End Date(10/24),Object - Sprint Movement (After 10/24),Tagged to Sprint 18,Tagged to Sprint 19,Tagged to Sprint 20,Tagged to Sprint 21,Tagged to Sprint 22,Tagged to Sprint 23,"Tagged to Sprint 23, Spilling to S23+",Tagged to S23+,Objects Approved beyond WW02,Source System,Target System,FUT Actual End Date (Manual),FUT Approval Date,Object Completion Sprint,Dev Planned End Date (Linked to Sprint Plan)S18-20,Dev Planned End Date (Linked to Sprint Plan)S21-24,FUT Planned Start Date (Linked to Sprint Plan),FUT Planned End Date (Linked to Sprint Plan),FUT Plan Start Date (Linked to Sprint Plan)S18-S20,FUT Planned End Date (Linked to Sprint Plan)S18-20,FUT Plan Start Date (Linked to Sprint Plan)S21-S24,FUT Planned End Date (Linked to Sprint Plan)S21-24,Created By,Created Date,Modified By,Modified Date,Max Dev End Date (FUT DB reference),Priority,Archive Object ID,Archived Object Description,GAP ID,Go live Critical,TUT Documentation Available?,TUT Complete,Sharepoint Link,Comments
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0063,PDH - Master Data - Item to Customer,Master Data,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0323,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0323,PDH - Master Data - Item to Customer,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0064,Capacity - Fab,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0324,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0324,Capacity - Fab,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0065,Capacity - Bump,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0325,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0325,Capacity - Bump,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0066,Capacity - Wafer Sort,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0326,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0326,Capacity - Wafer Sort,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0067,Capacity - DieSort,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0327,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0327,Capacity - DieSort,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0068,Capacity - DiePrep,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0328,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0328,Capacity - DiePrep,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0069,Capacity - WLA,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0329,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0329,Capacity - WLA,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0070,Capacity - Assy/Test/FG,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0330,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0330,Capacity - Assy/Test/FG,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0071,Capacity - PDF UI,"Capacity Data, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0331,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0331,Capacity - PDF UI,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0072,Demand Data,Transactional Data,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0332,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0332,Demand Data,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0073,Parameters - ICS,"Supply Planning Parameters, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0333,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0333,Parameters - ICS,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0074,Parameters - TD,"Supply Planning Parameters, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0334,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0334,Parameters - TD,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0075,Parameters - PDH UI,"Supply Planning Parameters, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0335,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0335,Parameters - PDH UI,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0076,Parameters - IP,"Supply Planning Parameters, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0336,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0336,Parameters - IP,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0077,Parameters - S4,"Supply Planning Parameters, Solver",02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0337,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0337,Parameters - S4,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0078,DSA - IRES,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0339,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0339,DSA - IRES,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0079,DSA - FSCO,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0341,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0341,DSA - FSCO,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0080,DSA - FFS,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0342,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0342,DSA - FFS,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0081,DSA - ATCR,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0343,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0343,DSA - ATCR,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0082,DSA - S4,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0344,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0344,DSA - S4,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0083,DSA - IP,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0345,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0345,DSA - IP,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0084,DSA - TD,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0346,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0346,DSA - TD,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0085,DSA - ECA,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0347,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0347,DSA - ECA,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0086,PDH to BY - FE,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0348,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0348,PDH to BY - FE,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0087,PDH to BY - WLA,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0349,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0349,PDH to BY - WLA,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0088,PDH to BY - BE,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0350,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0350,PDH to BY - BE,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0089,BY to PDH,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0351,High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0351,BY to PDH,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,SP,SP,True,SP PDH WRICEF objects are tracked in PDH tracker. Marking as De-Scoped in WRICEF tracker,PDH,SCPIFSPRF0090,Lot to STR,Integration,02.Interface,,,,,,,Object is Descoped,No,,N/A,,N/A,,,,,,,,,,,,,,,,,,IFPDHSP0352,,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,End date is missing,No Impact,,0,,,,No change,,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:35:59Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHSP0352,Lot to STR,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0001,IF PDH DP ASP Automation - Interface,Forecast Netting,02.Interface,,2025-12-01,,2025-11-27,2025-11-27,Completed,,No,N/A - Interface Object,2025-12-05,,N/A,,,,,2025-11-27,,,,,,,,,,,,,IFPDHDP0003,Medium,,,,,,,,,,,,,Y,ECAFTSIFV2283,Demand - External ASP,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,Yes,No,No,No,No,No,,,,,,,2025-11-27,,2025-11-11,2025-12-05,2025-11-11,2025-12-05,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0003,IF PDH DP ASP Automation,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0002,IF PDH DP Sales Forecast Automation - Interface,Forecast Netting,02.Interface,,2025-08-25,,2025-11-27,2025-11-27,Completed,,No,N/A - Interface Object,2025-12-05,,N/A,,,,,2025-11-27,,,,,,,,,,,,,IFPDHDP0005,Medium,,,,,,,,,,,,,Y,ECAFTSIFV2285,Demand - Sales Forcecast from Sales Force,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"High Impact: >3wk delay, critical path, resource allocation",,0,,Sprint 17,Sprint 20,Pushed-out,Sprint 17,Pushed-out to Sprint 20,No,No,Yes,No,No,No,No,No,,,,,,,2025-11-27,,2025-11-11,2025-12-05,2025-11-11,2025-12-05,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0005,IF PDH DP Sales Forecast Automation,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0003,IF PDH DP Revenue Forecast Automation - Interface,Forecast Netting,02.Interface,,2025-11-10,,2025-11-03,2025-11-03,Completed,,No,N/A - Interface Object,2025-11-07,,N/A,,,,,2025-11-03,,,,,,,,,,,,,IFPDHDP0007,Medium,,,,,,,,,,,,,Y,ECAFTSIFV2284,Demand - Revenue Targets,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-11-07,578,Functional Unit Testing,Sprint 20,Sprint 19,Pulled-in,Sprint 20,Pulled-in to Sprint 19,No,Yes,No,No,No,No,No,No,,,,,,,2025-11-03,,2025-10-21,2025-11-07,2025-10-21,2025-11-07,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0007,IF PDH DP Revenue Forecast Automation,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0004,IF PDH DP Transactional Data - Interface,Transactional Data,02.Interface,,2025-10-27,2025-12-01,2025-11-28,2025-12-01,Completed,,No,N/A - Interface Object,2025-12-05,,N/A,,,,,2025-12-01,,,,,,,,,,,,,IFPDHDP0009,Low,,,,,,,,,,,,,Y,ECAFTSIFV2281,Demand - S4 SO Integration,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"High Impact: >3wk delay, critical path, resource allocation",,0,,Sprint 19,Sprint 20,Pushed-out,Sprint 20,No change,No,No,Yes,No,No,No,No,No,,,,,,,2025-11-28,,2025-11-18,2025-12-05,2025-11-18,2025-12-05,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0009,IF PDH DP Transactional Data,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0005,IF PDH DP BI Reporting - Interface,Transactional Data,02.Interface,,2025-06-30,,2025-11-27,2025-11-27,Completed,,No,N/A - Interface Object,2025-12-05,,N/A,,,,,2025-11-27,,,,,,,,,,,,,IFPDHDP0011,Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"High Impact: >3wk delay, critical path, resource allocation",,0,,Sprint 15,Sprint 20,Pushed-out,Sprint 15,Pushed-out to Sprint 20,No,No,Yes,No,No,No,No,No,,,,,,,2025-11-27,,2025-11-11,2025-12-05,2025-11-11,2025-12-05,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0011,IF PDH DP BI Reporting,,,,,,
